id,section,word,correctAnswer,wrong1,wrong2,wrong3,points,explanation
366,26,sequence,順序,ウイルス,その後,深く,1,Section 26 vocabulary
367,26,livelihood,生計,治療法,周期,延期する,1,Section 26 vocabulary
368,26,license,免許,長さ,経済的な,候補者,1,Section 26 vocabulary
369,26,worth,価値がある,修理する,罰する,原因,1,Section 26 vocabulary
370,27,gradually,徐々に,文字通りに,固定観念,予約する,1,Section 27 vocabulary
371,27,decline,減少する,生み出す,細胞,想像する,1,Section 27 vocabulary
372,27,rational,合理的な,急速な,生命の/重要な,あえて〜する,1,Section 27 vocabulary
373,27,civilization,文明,和らげる,マッサージ,ゆるい,1,Section 27 vocabulary
374,27,educational,教育の,保護する,一体にする,前の,1,Section 27 vocabulary
375,27,discipline,規律,準備する,結びつける,おそらく,1,Section 27 vocabulary
376,27,grade,成績/等級,現在の,政治の,振る舞う,1,Section 27 vocabulary
377,27,clone,クローン,一晩中,ユーモア,ゆるい,1,Section 27 vocabulary
378,27,adventure,冒険,明白な/質素な,細菌,反抗する,1,Section 27 vocabulary
379,27,figure,人物,過程,整える,聖域,1,Section 27 vocabulary
380,27,soldier,兵士,眉,臓器,子孫,1,Section 27 vocabulary
381,28,slide,滑る,地中海の,誤解,航海する,1,Section 28 vocabulary
382,28,material,材料,あいまいな,地球規模の,信用・功績,1,Section 28 vocabulary
383,28,foundation,基盤,計算,想像上の,永久に,1,Section 28 vocabulary
384,28,infrastructure,インフラ,役に立つ,頻繁な,調整,1,Section 28 vocabulary
385,28,enhance,高める,本質的に,節目,水準,1,Section 28 vocabulary
386,28,boost,押し上げる,雇用,政治の,普通の,1,Section 28 vocabulary
387,28,reinforce,強化する,臨床医,硬直した,住む,1,Section 28 vocabulary
388,28,prediction,予測,計画,制限,概念,1,Section 28 vocabulary
389,28,conflict,対立,反抗する,時間枠,方法,1,Section 28 vocabulary
390,29,intellectual,知的な,他の場所で,粘土,苦しむ,1,Section 29 vocabulary
391,29,literally,文字通りに,祖先,議会の,垂直の,1,Section 29 vocabulary
392,29,literary,文学の,経済学,範囲,建造物/構造,1,Section 29 vocabulary
393,29,theory,理論,災害,見落とす,原始的な,1,Section 29 vocabulary
394,29,weight,重さ,問題,逃れる,配列,1,Section 29 vocabulary
395,29,iron,鉄,乗客,証拠,心配・関係する,1,Section 29 vocabulary
396,29,outweigh,上回る,定義,差別する,同封する,1,Section 29 vocabulary
397,29,obesity,肥満,証明する,難しい,探検,1,Section 29 vocabulary
398,30,benefit,利益,採用する,独立した,茎・由来する,1,Section 30 vocabulary
399,30,available,利用可能な,押し上げる,誕生,謙虚な,1,Section 30 vocabulary
400,30,concentrate,集中する,気分,分類する,返事をする,1,Section 30 vocabulary
401,30,valuable,価値のある,一般的な,おそらく,指定,1,Section 30 vocabulary
402,30,designation,指定,結合する,同等の,特別な,1,Section 30 vocabulary
403,30,discriminate,差別する,費やす,家族,隠れる/隠す,1,Section 30 vocabulary
404,30,desirable,望ましい,表,宣教師,達成,1,Section 30 vocabulary
405,31,hydrogen,水素,均衡,終わり,特定の,1,Section 31 vocabulary
406,31,block,妨げる,取り付ける,雌の・女性の,描写する,1,Section 31 vocabulary
407,31,grid,格子,宮殿,すばらしい,追加,1,Section 31 vocabulary
408,31,matter,問題・物質,細い,予約する,考える,1,Section 31 vocabulary
409,31,radiation,放射線,においがする,自由,古代の,1,Section 31 vocabulary
410,31,fuel,燃料,蓄積する,取り付ける,閉じる,1,Section 31 vocabulary
411,31,fossil,化石,嫌う,部分的な,過程,1,Section 31 vocabulary
412,31,evolve,進化する,何もない,道具,集団の,1,Section 31 vocabulary
413,31,undergraduate,大学生,宿屋,すばらしい,再開する,1,Section 31 vocabulary
414,31,roast,焼く,芸術家,絶えず,口頭の,1,Section 31 vocabulary
415,31,deliver,届ける,脅威,反対の,共感,1,Section 31 vocabulary
416,31,distribute,分配する,思いつく,細菌,好きで,1,Section 31 vocabulary
417,31,grave,重大な,障害,追求する,成績/等級,1,Section 31 vocabulary
418,31,inch,インチ,回復する,内部,追加,1,Section 31 vocabulary
419,31,individual,個人の/個人,半球,健康,無限に,1,Section 31 vocabulary
420,31,company,会社/仲間,開ける,試み,企業の,1,Section 31 vocabulary
421,32,dialect,方言,委員会,痛い,引っかく,1,Section 32 vocabulary
422,32,extend,伸ばす,繊細な,取り消す,扱う・治療する,1,Section 32 vocabulary
423,32,explore,探検する,案内する/案内人,隣接した,取り替える,1,Section 32 vocabulary
424,32,derive,由来する,インターネット,規律,避難所,1,Section 32 vocabulary
425,32,adore,熱愛する,反抗する,後を追う,手段,1,Section 32 vocabulary
426,32,adorable,愛らしい,挿絵,半球,隠れる/隠す,1,Section 32 vocabulary
427,32,author,著者,王国,非難する,購入する,1,Section 32 vocabulary
428,32,pajamas,パジャマ,増加する,重さ,認識,1,Section 32 vocabulary
429,32,pillow,枕,貢献する,だます,産業,1,Section 32 vocabulary
430,32,exhausted,疲れ果てた,発する,可能性,追求する,1,Section 32 vocabulary
431,32,principal,校長,かなり,ウイルス,密接に,1,Section 32 vocabulary
432,32,leadership,指導力,宿屋,破裂する,安全な・確保する,1,Section 32 vocabulary
433,32,pursue,追求する,更新する,要求する,本物の,1,Section 32 vocabulary
434,32,pretend,ふりをする,次の,予備の/空いている,範囲,1,Section 32 vocabulary
435,33,rare,珍しい,最新の/最も遅く,危険,立つ,1,Section 33 vocabulary
436,33,genetic,遺伝の,資金,主題,挿絵,1,Section 33 vocabulary
437,33,regular,定期的な,出発する,ひそかに,役に立つ,1,Section 33 vocabulary
438,33,restore,回復する,数え切れない,同等の,傷跡,1,Section 33 vocabulary
439,33,gate,門,分岐点,予算,簡潔に,1,Section 33 vocabulary
440,33,gape,大きく口を開ける,価値がある,一時的な,消化する,1,Section 33 vocabulary
441,33,slip,滑る,裕福な,発表する,経済学,1,Section 33 vocabulary
442,33,spare,予備の/空いている,社会,罰する,次元,1,Section 33 vocabulary
443,33,grind,すりつぶす,傾く,異なる,十分な,1,Section 33 vocabulary
444,33,relieve,和らげる,狩る,ため息をつく,部分的な,1,Section 33 vocabulary
445,33,debate,議論する/討論,終わりのない,結合する,定義する,1,Section 33 vocabulary
446,33,quality,質,現在,案内する/案内人,締め切り,1,Section 33 vocabulary
447,33,pause,一時停止,マッサージ,犠牲・通行料,詩人,1,Section 33 vocabulary
448,33,potential,可能性,泥,主催する,儀式,1,Section 33 vocabulary
449,33,shift,移る,教育する,情熱,強調する,1,Section 33 vocabulary
450,34,ignore,無視する,遺伝の,移る,一般的な,1,Section 34 vocabulary
451,34,miss,逃す,欠点・責任,選ぶ,裁判官,1,Section 34 vocabulary
452,34,abandon,捨てる,委員会,システム,それにもかかわらず,1,Section 34 vocabulary
453,34,neglect,怠る,社会の,知的な,大学生,1,Section 34 vocabulary
454,34,mend,修理する,あいまいな,乗って,許可する,1,Section 34 vocabulary
455,34,quiet,静かな,鉄,歩き回る,成し遂げる,1,Section 34 vocabulary
456,34,whisper,ささやく,改善する,蓄積する,余裕がある,1,Section 34 vocabulary
457,34,ability,能力,個人的な,終わりのない,取り組む,1,Section 34 vocabulary
458,34,capacity,能力,影響を与える,時間枠,いくぶん,1,Section 34 vocabulary
459,34,capable,能力がある,浮く,重大な,敏感な,1,Section 34 vocabulary
460,34,damage,損害,健康,燃料,避けられない,1,Section 34 vocabulary
461,34,injury,けが,成し遂げる,排出,球体,1,Section 34 vocabulary
462,34,scar,傷跡,インターネット,立つ,遊ぶ,1,Section 34 vocabulary
463,34,fragile,壊れやすい,流行病,謙虚な,揺れる,1,Section 34 vocabulary
464,34,delicate,繊細な,分配する,印象,便利な,1,Section 34 vocabulary
465,35,investigate,調査する,人口,利用可能な,設置する,1,Section 35 vocabulary
466,35,article,記事,田舎,行楽地,文明,1,Section 35 vocabulary
467,35,observe,観察する/守る,分別のある,機械,眉,1,Section 35 vocabulary
468,35,active,活動的な,召使い,集団の,効果的な,1,Section 35 vocabulary
469,35,conclude,結論づける,伝える,設置する,祖先,1,Section 35 vocabulary
470,35,summarize,要約する,人物,休む・残り,価値がある,1,Section 35 vocabulary
471,35,object,物体,エンジン,通過する,兵士,1,Section 35 vocabulary
472,35,attack,攻撃,会社/仲間,排他的な,試験,1,Section 35 vocabulary
473,35,invasion,侵入,まもなく,状態,予測,1,Section 35 vocabulary
474,35,issue,問題,横顔,明らかにする,守る,1,Section 35 vocabulary
475,35,descendant,子孫,上回る,回復する,古典的な,1,Section 35 vocabulary
476,35,offspring,子孫,蓄積する,揺れる,理論,1,Section 35 vocabulary
477,35,center,中心,埋める,簡潔に,専門家,1,Section 35 vocabulary
478,35,core,中心部,通訳する/解釈する,不確かな,供給する,1,Section 35 vocabulary
479,35,edge,端,健康,頼む,活動的な,1,Section 35 vocabulary
480,35,tip,先端,出席する,変更,予期する,1,Section 35 vocabulary
481,35,balance,均衡,締め切り,喜劇,定義する,1,Section 35 vocabulary
482,35,tough,たくましい/難しい,健康な,逆にする,自然に,1,Section 35 vocabulary
483,35,firm,堅い,乗り出す,硬直した,基準,1,Section 35 vocabulary
484,35,rigid,硬直した,曲線,愛らしい,熱愛する,1,Section 35 vocabulary
485,35,freedom,自由,ジレンマ,熱愛する,再開する,1,Section 35 vocabulary
486,35,cast,投げる,自由,何とかして,マスメディア,1,Section 35 vocabulary
487,36,donate,寄付する,直接に,芸術家,問題・物質,1,Section 36 vocabulary
488,36,media,マスメディア,専門家,攻撃,購入する,1,Section 36 vocabulary
489,36,address,対処する,大きく口を開ける,範囲,しみ,1,Section 36 vocabulary
490,36,tackle,取り組む,中世の,あいまいな,費用,1,Section 36 vocabulary
491,36,harassment,嫌がらせ,芸術家,管理する,軌道,1,Section 36 vocabulary
492,36,introduce,紹介する,前の,分ける,制限,1,Section 36 vocabulary
493,36,insert,挿入する,発する,割り当てる,計算,1,Section 36 vocabulary
494,36,install,設置する,意図,範囲,悲劇的な,1,Section 36 vocabulary
495,36,attach,取り付ける,変える,一貫した,比較できる,1,Section 36 vocabulary
496,36,strict,厳しい,義務づける,指定,犠牲・通行料,1,Section 36 vocabulary
497,36,belong,所属している,回転/革命,上回る,一貫した,1,Section 36 vocabulary
498,36,bully,いじめる,場面,解決する,属性,1,Section 36 vocabulary
499,36,harm,害,表す,研究者,構成する,1,Section 36 vocabulary
500,36,deliberately,故意に,〜もまたない,古代の,比較する,1,Section 36 vocabulary
501,36,dimension,次元,期間,アルコール,必要な,1,Section 36 vocabulary
502,36,truth,真実,自信がある,示す,深く,1,Section 36 vocabulary
503,36,receive,受け取る,格子,与える,地中海の,1,Section 36 vocabulary
504,36,impression,印象,記録する,植物,到着する,1,Section 36 vocabulary
505,36,acquaintance,知人,便利な,真実,野蛮な,1,Section 36 vocabulary
506,36,lottery,宝くじ,解決する,実際には,効率的な,1,Section 36 vocabulary
507,36,purchase,購入する,上げる・育てる,文明,障害,1,Section 36 vocabulary
508,36,subscribe,定期購読する,従う,ほのめかす,称賛する,1,Section 36 vocabulary
509,37,candidate,候補者,自信がある,経済的な,本物の,1,Section 37 vocabulary
510,37,communication,コミュニケーション,古代の,後を追う,退ける,1,Section 37 vocabulary
511,37,supporter,支持者,終わり,完成させる,生み出す,1,Section 37 vocabulary
512,37,voter,有権者,手頃な価格の,日常的に,捨てる,1,Section 37 vocabulary
513,37,hopeful,希望に満ちた,言葉の,好きで,データ,1,Section 37 vocabulary
514,37,cure,治療する,地域,未知の,比較できる,1,Section 37 vocabulary
515,37,corporate,企業の,排他的な,航海する,公の/一般の人,1,Section 37 vocabulary
516,38,agile,敏捷な,毒,輸出する,周期,1,Section 38 vocabulary
517,38,assert,主張する,割合,同情,すばらしい,1,Section 38 vocabulary
518,38,deadline,締め切り,支配する,検出する,開催する・持つ,1,Section 38 vocabulary
519,38,click,クリックする,数え切れない,現代の,半球,1,Section 38 vocabulary
520,38,account,説明・口座,半球,分別のある,活動的な,1,Section 38 vocabulary
521,38,accurate,正確な,その後,それにもかかわらず,主要な,1,Section 38 vocabulary
522,38,responsible,責任がある,おそらく,探偵,追加,1,Section 38 vocabulary
523,38,dilemma,ジレンマ,出力,上げる・育てる,十分な,1,Section 38 vocabulary
524,38,blame,非難する,遺伝の,肥満,莫大な,1,Section 38 vocabulary
525,38,spread,広がる/広げる,たいてい,滑る,瞑想,1,Section 38 vocabulary
526,38,emission,排出,道具,価値がある,自動車,1,Section 38 vocabulary
527,38,sincere,誠実な,能力がある,いくぶん,教育の,1,Section 38 vocabulary
528,39,confident,自信がある,疑わしい,硬直した,反論する,1,Section 39 vocabulary
529,39,contrary,反対の,詰める,結合する,集団の,1,Section 39 vocabulary
530,39,paradox,逆説,大きく口を開ける,ふりをする,従う,1,Section 39 vocabulary
531,39,discrimination,差別,発生,下線を引く,数え切れない,1,Section 39 vocabulary
532,39,surprisingly,驚くべきことに,生き残る,医学の,組み立てる,1,Section 39 vocabulary
533,39,classic,古典的な,すばらしい,希望に満ちた,蒸発する,1,Section 39 vocabulary
534,39,currently,現在,期間,香り,支配的な,1,Section 39 vocabulary
535,39,threat,脅威,乗り出す,故意に,小さな,1,Section 39 vocabulary
536,39,oppose,反対する,怒らせる,大学生,出席する,1,Section 39 vocabulary
537,39,occasionally,時々,中心的な,謎,問題,1,Section 39 vocabulary
538,39,infinitely,無限に,過去の,あいまいな,危険,1,Section 39 vocabulary
539,40,respond,反応する,生計,調査,分ける,1,Section 40 vocabulary
540,40,reply,返事をする,十分な,技術,すばらしい,1,Section 40 vocabulary
541,40,correspond,対応する,代替案,取って代わる,修理する,1,Section 40 vocabulary
542,40,directly,直接に,器具/楽器,暗黙の,生態学,1,Section 40 vocabulary
543,40,concept,概念,冒険,上げる・育てる,システム,1,Section 40 vocabulary
544,40,region,地域,完成させる,社会,肝臓,1,Section 40 vocabulary
545,40,refer,言及する,守る,取り組む,届ける,1,Section 40 vocabulary
546,40,essentially,本質的に,感染させる,伸ばす,横顔,1,Section 40 vocabulary
547,40,indispensable,不可欠な,影響を与える,診断する,大気,1,Section 40 vocabulary
548,41,maintain,維持する/主張する,根,消化する,価値がある,1,Section 41 vocabulary
549,41,risk,危険,パジャマ,取り組む,怒らせる,1,Section 41 vocabulary
550,41,system,システム,祖先,湿った,専門家,1,Section 41 vocabulary
551,41,anticipate,予期する,意図,命令,大学生,1,Section 41 vocabulary
552,41,financial,財政の,王国,水準,ゆるい,1,Section 41 vocabulary
553,41,decline,減少する,治療法,差別,前提,1,Section 41 vocabulary
554,41,meaning,意味,予備の/空いている,終わりのない,思いつく,1,Section 41 vocabulary
555,41,potential,可能性,騎士,専門家,地区,1,Section 41 vocabulary
556,41,temperature,気温,宗教,環境の,祖先,1,Section 41 vocabulary
557,41,approximately,およそ,深い悲しみ,信用・功績,ポケット,1,Section 41 vocabulary
558,41,sweat,汗/汗をかく,性,支配的な,指針,1,Section 41 vocabulary
559,42,approach,近づく,社会の,しるし,いらだたせる,1,Section 42 vocabulary
560,42,meanwhile,その間に,分別のある,集団の,生き残る,1,Section 42 vocabulary
561,42,mobile,移動可能な,似ている,対立,増加する,1,Section 42 vocabulary
562,42,community,地域社会/共同体,驚かせる,反対する,発見する,1,Section 42 vocabulary
563,42,implement,実施する,支える,あえて〜する,過去の,1,Section 42 vocabulary
564,42,machine,機械,〜だけれども,差別,一体にする,1,Section 42 vocabulary
565,42,adopt,採用する,比率,生み出す,あえて〜する,1,Section 42 vocabulary
566,42,foster,育てる,日常的に,焼く,パジャマ,1,Section 42 vocabulary
567,42,scheme,計画,支配する,出力,失敗,1,Section 42 vocabulary
568,42,improve,改善する,問題,予測,洗練された,1,Section 42 vocabulary
569,42,ecology,生態学,怒った,天井,直面する,1,Section 42 vocabulary
570,42,ecosystem,生態系,何もない,紹介する,データ,1,Section 42 vocabulary
571,43,nearby,近くの/近くに,経済学,頻繁な,一貫した,1,Section 43 vocabulary
572,43,guide,案内する/案内人,いじめる,順序,紹介する,1,Section 43 vocabulary
573,43,probably,おそらく,節目,支配的な,連続,1,Section 43 vocabulary
574,43,individual,個人の/個人,可能な,関係,観察する/守る,1,Section 43 vocabulary
575,43,birth,誕生,逃れる,地球規模の,手荷物,1,Section 43 vocabulary
576,43,observation,観察,才能,バレエ,宮殿,1,Section 43 vocabulary
577,43,massage,マッサージ,前の,基礎,泥,1,Section 43 vocabulary
578,43,phrase,句,狩る,流行病,古代の,1,Section 43 vocabulary
579,44,atmosphere,大気,食事を与えること,怒った,必要な,1,Section 44 vocabulary
580,44,orbit,軌道,中心的な,価値がある,挿入する,1,Section 44 vocabulary
581,44,roar,うなる,眉,流行病,現れる,1,Section 44 vocabulary
582,44,scream,叫ぶ,修正する,割り当てる,比較できる,1,Section 44 vocabulary
583,44,engine,エンジン,中世の,重さ,ささいな,1,Section 44 vocabulary
584,44,particle,粒子,共感,種,漂う,1,Section 44 vocabulary
585,44,essential,不可欠の,直面する,引っかく,社会の,1,Section 44 vocabulary
586,44,indispensable,不可欠な,歓迎会,財政の,鮮やかな,1,Section 44 vocabulary
587,44,closely,密接に,接触,徐々に,群衆,1,Section 44 vocabulary
588,44,isolated,孤立した,災害,特有の,暗黙の,1,Section 44 vocabulary
589,44,symbol,象徴,苦悩,中世の,数え切れない,1,Section 44 vocabulary
590,44,artificial,人工の,周期,行動,電極,1,Section 44 vocabulary
591,44,relation,関係,方言,食事を与えること,反抗する,1,Section 44 vocabulary
592,44,rhythm,リズム,機械,小説,所属している,1,Section 44 vocabulary
593,44,origin,起源,驚くべきことに,文学の,主張する,1,Section 44 vocabulary
594,45,crucial,極めて重要な,旅行する,避けられない,細菌,1,Section 45 vocabulary
595,45,vital,生命の/重要な,教育する,民族の,許可する,1,Section 45 vocabulary
596,45,suffer,苦しむ,極めて重要な,人口,体,1,Section 45 vocabulary
597,45,triumph,勝利,直接の,普通の,尊重,1,Section 45 vocabulary
598,45,hunger,飢え,極めて重要な,儀式,親密な,1,Section 45 vocabulary
599,45,represent,表す,健康,即座に,労働力,1,Section 45 vocabulary
600,45,symbolic,象徴的な,インチ,野蛮な,害,1,Section 45 vocabulary
601,45,compose,構成する,費やす,野蛮な,それにもかかわらず,1,Section 45 vocabulary
602,45,illustration,挿絵,写真,過程,安定性,1,Section 45 vocabulary
603,45,agent,代理人,効率的な,期間,繁栄,1,Section 45 vocabulary
604,45,oppose,反対する,覚えている,まったく,涙,1,Section 45 vocabulary
605,45,particle,粒子,同情,現在の,運動,1,Section 45 vocabulary
606,45,family,家族,最新の/最も遅く,即時の,美しさ,1,Section 45 vocabulary
607,45,relative,親戚,休む・残り,洗練された,句,1,Section 45 vocabulary
608,45,observer,観察者,障害,非常に,瞑想,1,Section 45 vocabulary
609,46,regulation,規制,治療する,内側の,分析,1,Section 46 vocabulary
610,46,constantly,絶えず,進歩,洗練された,漂う,1,Section 46 vocabulary
611,46,consistent,一貫した,結びつける,隣接した,ささいな,1,Section 46 vocabulary
612,46,regular,定期的な,罰,反応する,地域,1,Section 46 vocabulary
613,46,path,小道,生息地,逮捕する,反応,1,Section 46 vocabulary
614,46,pile,積み重ね,人工の,信号,航行する,1,Section 46 vocabulary
615,46,promote,促進する,実行する,茎・由来する,端,1,Section 46 vocabulary
616,46,diffuse,広める,健康な,減少する,分ける,1,Section 46 vocabulary
617,46,attach,取り付ける,壊れやすい,日常的に,費用,1,Section 46 vocabulary
618,46,symbolic,象徴的な,範囲,反応,修理する,1,Section 46 vocabulary
619,47,depend,頼る,高価な,仲間,思い出す,1,Section 47 vocabulary
620,47,nevertheless,それにもかかわらず,夜明け,〜だけれども,泥,1,Section 47 vocabulary
621,47,survive,生き残る,上がる,しみ,同意,1,Section 47 vocabulary
622,47,primarily,主に,厳しい,差別,記事,1,Section 47 vocabulary
623,47,host,主催する,反抗する,感情,単に,1,Section 47 vocabulary
624,47,merge,合併する,基盤,ごみ,届ける,1,Section 47 vocabulary
625,47,bond,結びつき,締め切り,先端,視点,1,Section 47 vocabulary
626,47,modify,修正する,味,主催する,最新の/最も遅く,1,Section 47 vocabulary
627,47,individual,個人の/個人,免疫のある,育てる,大きく口を開ける,1,Section 47 vocabulary
628,47,competence,能力,許可する,調査,不可欠の,1,Section 47 vocabulary
629,47,potential,可能性,専門知識,記録する,結びつき,1,Section 47 vocabulary
630,48,level,水準,口頭の,本物の,すばらしい,1,Section 48 vocabulary
631,48,altitude,高度,想定する,対応する,結びつき,1,Section 48 vocabulary
632,48,failure,失敗,小さな,パジャマ,規律,1,Section 48 vocabulary
633,48,overlook,見落とす,校長,不可欠の,観察,1,Section 48 vocabulary
634,48,stroke,発作,反応する,人工の,ほのめかす,1,Section 48 vocabulary
635,48,total,合計,親密な,一握り,家族,1,Section 48 vocabulary
636,48,report,報告する/報告,横切る,役割,逃れる,1,Section 48 vocabulary
637,48,register,登録する,比較できる,不確かな,ポンプ,1,Section 48 vocabulary
638,48,log,記録,近づく,静かな,意図,1,Section 48 vocabulary
639,48,grave,重大な,意図,かなり,電極,1,Section 48 vocabulary
640,48,exercise,運動,旅,利用可能な,支配する,1,Section 48 vocabulary
641,48,diabetes,糖尿病,まったく,基盤,植物,1,Section 48 vocabulary
642,48,dementia,認知症,報告する/報告,会社/仲間,田舎,1,Section 48 vocabulary
643,48,longevity,長寿,おそらく,ポンプ,インターネット,1,Section 48 vocabulary
644,48,span,期間,優れた,地球規模の,疲れ果てた,1,Section 48 vocabulary
645,48,slot,時間枠,長さ,空想する,有権者,1,Section 48 vocabulary
646,49,shape,形づくる,分析,理解,出来事,1,Section 49 vocabulary
647,49,mold,型,一体にする,侵入,日常的に,1,Section 49 vocabulary
648,49,bend,曲げる,痛い,終わりのない,対比,1,Section 49 vocabulary
649,49,twist,ねじる,定義する,強調する,一晩中,1,Section 49 vocabulary
650,49,curve,曲線,経済的な,原因,真実,1,Section 49 vocabulary
651,49,carve,彫る,紹介する,試験,表,1,Section 49 vocabulary
652,49,vertical,垂直の,娯楽,浅い,思いつく,1,Section 49 vocabulary
653,49,maximum,最大の,時間枠,理解,飢え,1,Section 49 vocabulary
654,49,important,重要な,似ている,粒子,時々,1,Section 49 vocabulary
655,49,profound,深い,完成させる,堅い,しみ,1,Section 49 vocabulary
656,49,clinician,臨床医,費用,出来事,与える,1,Section 49 vocabulary
657,49,clinic,診療所,美しさ,日常的に,信仰/信頼,1,Section 49 vocabulary
658,49,diagnose,診断する,現代の,過去の,宣教師,1,Section 49 vocabulary
659,49,scan,詳しく調べる,自然に,購入する,身体の,1,Section 49 vocabulary
660,49,analysis,分析,硬直した,かむ,形成する,1,Section 49 vocabulary
661,50,travel,旅行する,確認する,親切/好意,一人で,1,Section 50 vocabulary
662,50,depart,出発する,開催する・持つ,専門家,増加する,1,Section 50 vocabulary
663,50,expedition,探検,生計,比較,物体,1,Section 50 vocabulary
664,50,voyage,航海,普通の,かなり,明らかにする,1,Section 50 vocabulary
665,50,palace,宮殿,同等の,含む,移動可能な,1,Section 50 vocabulary
666,50,ancient,古代の,同行する,分類する,前向きな,1,Section 50 vocabulary
667,50,primitive,原始的な,害,長さ,確かに,1,Section 50 vocabulary
668,50,archaeologist,考古学者,見通し,割り当てる,歴史,1,Section 50 vocabulary
669,50,leather,革,和らげる,かなり,分析,1,Section 50 vocabulary
670,50,fur,毛皮,家族,診療所,嫌う,1,Section 50 vocabulary
671,50,tool,道具,方法,問題,発作,1,Section 50 vocabulary
672,50,instrument,器具/楽器,リズム,句,積み重ね,1,Section 50 vocabulary
673,50,mediterranean,地中海の,すばらしい,自動車,完成させる,1,Section 50 vocabulary
674,50,mud,泥,祝福,均衡,分析,1,Section 50 vocabulary
675,50,dirt,汚れ,象徴的な,あいまいな,知的な,1,Section 50 vocabulary
676,50,clay,粘土,問題,いくぶん,分類する,1,Section 50 vocabulary
677,50,current,現在の,証拠,暗黙の,移す,1,Section 50 vocabulary
678,50,currency,通貨,家族,インフラ,宿屋,1,Section 50 vocabulary
679,50,contemporary,現代の,マッサージ,不確かな,取り組む,1,Section 50 vocabulary
680,50,escape,逃れる,声の,確認する,磨き上げる,1,Section 50 vocabulary
681,51,cycle,周期,〜もまたない,和らげる,敏感な,1,Section 51 vocabulary
682,51,circle,円,個人的な,その間,鋭い,1,Section 51 vocabulary
683,51,circulation,循環,規制,詳細,診療所,1,Section 51 vocabulary
684,51,spontaneously,自然に,振る舞う,投げる,細菌,1,Section 51 vocabulary
685,51,voluntary,自発的な,適した,すばらしい,怒った,1,Section 51 vocabulary
686,51,heap,山積み,一体にする,挿絵,上回る,1,Section 51 vocabulary
687,51,pile,積み重ね,遺伝の,時間枠,住む,1,Section 51 vocabulary
688,51,array,配列,統計値,確認する,発する,1,Section 51 vocabulary
689,51,handful,一握り,呼吸する,輸入する,地区,1,Section 51 vocabulary
690,51,fairly,かなり,中世の,すばらしい,乗り物,1,Section 51 vocabulary
691,51,solve,解決する,言葉の,採用する,情熱,1,Section 51 vocabulary
692,51,resolve,解決する,言語の,横顔,滑る,1,Section 51 vocabulary
693,51,steadily,着実に,部分的な,田舎,頼む,1,Section 51 vocabulary
694,51,length,長さ,中心的な,快適さ/慰める,一時停止,1,Section 51 vocabulary
695,51,male,男性,しるし,企業の,挿入する,1,Section 51 vocabulary
696,52,embark,乗り出す,観察する/守る,無限に,押し上げる,1,Section 52 vocabulary
697,52,sail,航海する,予備の/空いている,役に立つ,化石,1,Section 52 vocabulary
698,52,navigate,航行する,発生,直面する,納得させる,1,Section 52 vocabulary
699,52,return,戻る,教育の,罰,称賛する,1,Section 52 vocabulary
700,52,journey,旅,探偵,感覚/意味,明らかな,1,Section 52 vocabulary
701,52,commute,通勤する,残酷な,統計,建造物/構造,1,Section 52 vocabulary
702,52,luggage,手荷物,反乱,住む,維持する,1,Section 52 vocabulary
703,52,rise,上がる,反論する,想像力豊かな,いらだたせる,1,Section 52 vocabulary
704,52,arise,生じる,現代の,前方へ/促進する,実施する,1,Section 52 vocabulary
705,52,soar,急上昇する,利益,返事をする,合併する,1,Section 52 vocabulary
706,52,dawn,夜明け,制限,確かに,費やす,1,Section 52 vocabulary
707,52,migration,移住,焼く,分配する,予算,1,Section 52 vocabulary
708,52,immigration,（外国からの）移住/入国,群衆,高価な,けが,1,Section 52 vocabulary
709,52,inhabit,住む,衣服,便利な,考える,1,Section 52 vocabulary
710,52,habitat,生息地,リズム,所有者,促す,1,Section 52 vocabulary
711,52,oblige,義務づける,残酷な,航行する,通過する,1,Section 52 vocabulary
712,52,duty,義務,強調する,追加,試験,1,Section 52 vocabulary
713,52,compel,強いる,美しさ,脅威,支える,1,Section 52 vocabulary
714,52,damp,湿った,指定,むしろ・かなり,その間に,1,Section 52 vocabulary
715,52,evaporate,蒸発する,計算,十分な,一人で,1,Section 52 vocabulary
716,52,steam,蒸気,探偵,支持者,明白な/質素な,1,Section 52 vocabulary
717,52,bubble,泡,基盤,自動車,怠る,1,Section 52 vocabulary
718,52,breathe,呼吸する,言語の,莫大な,静かな,1,Section 52 vocabulary
719,52,sigh,ため息をつく,想像する,それにもかかわらず,建設する,1,Section 52 vocabulary
720,52,cross,横切る,押し上げる,不安な,戻る,1,Section 52 vocabulary
721,52,arrive,到着する,同情,不思議に思う,期待する,1,Section 52 vocabulary
722,53,scent,香り,案内する/案内人,治療する,眉,1,Section 53 vocabulary
723,53,smell,においがする,閉じる,言語の,見落とす,1,Section 53 vocabulary
724,53,instantly,即座に,説明する,ジレンマ,想像力豊かな,1,Section 53 vocabulary
725,53,shortly,まもなく,要求する,発する,和らげる,1,Section 53 vocabulary
726,53,immediate,即時の,重大な,壊れやすい,半球,1,Section 53 vocabulary
727,53,transport,輸送する,中心部,自信がある,蒸発する,1,Section 53 vocabulary
728,53,import,輸入する,社会の,範囲,乗って,1,Section 53 vocabulary
729,53,export,輸出する,ウイルス,必要な,繁栄,1,Section 53 vocabulary
