id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L07-P09-S03,Lesson 7,Openness is also connected to ___.,information seeking,emotional avoidance,social withdrawal,reduced communication,1,The paragraph explicitly states Openness is related to information seeking.,Summary Cloze,"[9] Individuals who demonstrate high Openness-to-experience (Openness) have broad interests and seek novelty, with low ratings linked to preferring familiarity and convention. Openness has been shown to correlate with the use of instant messaging and SNS and with the use of a wider variety of Facebook features. Further, Openness has been shown to be related to information seeking."
L07-P10-V01,Lesson 7,"As used in the passage, the word “initiate” most nearly means:",begin,end,avoid,evaluate,1,To initiate a friendship is to begin it.,Vocabulary,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P10-F01,Lesson 7,"According to the passage, how is Agreeableness generally defined?","A measure of how friendly, kind, and sympathetic people are",A measure of how emotionally unstable people are,A measure of how much people seek new experiences,A measure of how organized and responsible people are,1,"The passage defines Agreeableness as friendliness, kindness, sympathy, and warmth.",Factual,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P10-I01,Lesson 7,What can be reasonably inferred about the relationship between Agreeableness and Internet use?,The proposed link between Agreeableness and Internet use has not been strongly supported,Research has consistently shown that agreeable people avoid the Internet,Less agreeable individuals always have more online contacts,Agreeableness is the strongest predictor of social media use,1,The passage says Agreeableness has generally been found to be unrelated.,Inference,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P10-S01,Lesson 7,Some researchers suggested less agreeable individuals might have more ___ contacts.,online,offline,professional,family,1,The proposed idea concerns greater numbers of online contacts.,Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P10-S02,Lesson 7,Studies have generally found Agreeableness to be ___ to Internet and social media use.,unrelated,strongly related,essential,harmful,1,The passage states Agreeableness has generally been found unrelated.,Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P10-S03,Lesson 7,The connection between Agreeableness and online activity appears to be ___.,weak,obvious,proven,unavoidable,1,"Since research generally finds no relationship, the connection is weak.",Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
L07-P11-V01,Lesson 7,"As used in the passage, the word “inclined” most nearly means:",likely,forced,trained,unwilling,1,“Inclined to avoid SNS” means likely or disposed to avoid SNS.,Vocabulary,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L07-P11-F01,Lesson 7,"According to the passage, what did Ross et al. (2009) find?",There was no significant correlation between Conscientiousness and Facebook activities,Conscientiousness was strongly related to all Facebook activities,Conscientious people spent more time on Facebook than others,Highly conscientious individuals avoided all forms of social media,1,The passage says Ross et al. failed to find empirical support and found no significant correlation.,Factual,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L07-P11-I01,Lesson 7,What can be reasonably inferred about the relationship between Conscientiousness and Facebook use?,"Research findings are somewhat mixed, but Conscientiousness may be linked to less Facebook engagement",Conscientiousness clearly causes people to use Facebook more often,All studies agree that Conscientiousness has no relation to Facebook use,Highly conscientious individuals use Facebook mainly to upload pictures,1,"Different studies report no correlation, negative correlation, and fewer picture uploads.",Inference,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L07-P11-S01,Lesson 7,Conscientious individuals may avoid SNS because they can be a ___ from important tasks.,distraction,benefit,requirement,motivation,1,The paragraph says SNS may serve as a distraction from important tasks.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L07-P11-S02,Lesson 7,Highly conscientious users uploaded significantly fewer ___ to Facebook.,pictures,messages,articles,comments,1,The passage states they uploaded significantly fewer pictures.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L07-P11-S03,Lesson 7,"Overall, Conscientiousness appears linked to more limited or controlled ___ use.",Facebook,academic,financial,offline,1,The paragraph concerns Facebook activities and time spent on Facebook.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
L08-P01-V01,Lesson 8,"As used in the passage, the word “mere” most nearly means:",simple or only,dangerous,frequent,deliberate,1,"In context, “mere presence” means that just the simple presence of a smartphone is enough to affect conversation.",Vocabulary,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P01-F01,Lesson 8,"According to the passage, what can reduce the quality of a face-to-face conversation?",The presence of a smartphone,A lack of shared interests,The length of the conversation,The location of the conversation,1,The paragraph states that the mere presence of a smartphone is enough to drag down conversation quality.,Factual,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P01-I01,Lesson 8,What can be reasonably inferred from the paragraph?,A smartphone may affect conversation even when it is not actively being used.,Only phone calls damage conversations.,Face-to-face conversations are no longer common.,The study focused mainly on texting behavior.,1,The phrase “mere presence” suggests that simply having the phone nearby can influence the interaction.,Inference,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P01-S01,Lesson 8,A new study suggests that the presence of a smartphone can ___ the quality of conversation.,lower,measure,improve,ignore,1,“Drag down” means reduce or lower the quality.,Summary Cloze,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P01-S02,Lesson 8,The study focuses on the quality of ___ conversation.,face-to-face,online,written,professional,1,The paragraph specifically mentions face-to-face conversation.,Summary Cloze,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P01-S03,Lesson 8,The main claim is that smartphones can have a negative effect through their ___ alone.,presence,price,size,battery life,1,"The key point is the presence of the smartphone, not its specific use or features.",Summary Cloze,"[1] The mere presence of a smartphone is enough to drag down the quality of a face-to-face conversation, according to a new study."
L08-P02-V01,Lesson 8,"As used in the passage, the word “intrigued” most nearly means:",curious or interested,confused and discouraged,angry and impatient,certain and satisfied,1,Misra became interested enough in the observation to design a follow-up experiment.,Vocabulary,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-F01,Lesson 8,"According to the paragraph, how often did many coffee shop visitors check their phones?",Every 3 to 5 minutes,Once every hour,Only after leaving the shop,Only when receiving a call,1,The paragraph says many visitors checked their phones every 3 to 5 minutes.,Factual,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-I01,Lesson 8,What can be reasonably inferred about the initial observational study?,It helped motivate a more controlled follow-up experiment.,It proved that smartphones improve conversation quality.,It focused only on people sitting alone.,It measured participants’ grades and work performance.,1,The observation intrigued Misra and led her to design a follow-up experiment.,Inference,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S01,Lesson 8,Researchers first observed that many coffee shop visitors frequently ___ their phones.,checked,lost,shared,charged,1,The paragraph states that many visitors checked their phones every 3 to 5 minutes.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S02,Lesson 8,Visitors often held their phones or placed them on the ___.,table,floor,counter,wall,1,The phones were usually held or placed on the table.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S03,Lesson 8,Misra then designed a follow-up experiment to measure how phones influenced conversation ___.,quality,length,volume,location,1,The experiment was designed to measure the quality of conversation.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P03-V01,Lesson 8,"As used in the passage, the word “urge” most nearly means:",strong desire,formal rule,brief memory,public warning,1,The passage describes people feeling a constant desire to seek information and check communication.,Vocabulary,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-F01,Lesson 8,"According to the paragraph, what happened when someone pulled out a smartphone during conversation?",Participants rated the conversation as less fulfilling and felt less connected.,Participants became more willing to talk for a longer time.,Participants reported stronger trust in their partner.,Participants stopped using technology after the experiment.,1,The paragraph states that participants felt less fulfilled and less connected when a smartphone was pulled out.,Factual,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-I01,Lesson 8,What can be reasonably inferred from Misra’s explanation of smartphones’ symbolic meaning?,Smartphones can mentally pull people away from the present conversation.,Smartphones are valuable only because of their cost.,Smartphones make people communicate only with their partners nearby.,Smartphones have no effect unless they make noise.,1,"The quote suggests that phones direct people’s thoughts to information, communication, and absent others.",Inference,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S01,Lesson 8,"When a smartphone appeared during conversation, participants felt less ___ with their partner.",connected,competitive,patient,silent,1,The paragraph says participants felt less connected to their partner.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S02,Lesson 8,The paper argues that mobile phones carry ___ meaning in technological societies.,symbolic,financial,historical,legal,1,The paragraph explicitly states that mobile phones hold symbolic meaning.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S03,Lesson 8,Smartphones may create a constant desire to seek information and check ___.,communication,transportation,weather,employment,1,The quote mentions checking for communication.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P04-V01,Lesson 8,"As used in the passage, the word “compelled” most nearly means:",strongly forced or driven,politely invited,fully prevented,slightly amused,1,The passage says cyber-based overload makes people feel driven to multitask and check devices.,Vocabulary,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-F01,Lesson 8,"According to the paragraph, what can cyber-based overload make people feel compelled to do?","Multitask and constantly check phones, emails, and social networks",Avoid all online communication,Talk only with family members,Use smartphones only for emergencies,1,Previous studies showed that cyber-based overload leads people to multitask and check digital communication constantly.,Factual,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-I01,Lesson 8,What can be reasonably inferred about “horizontal relationships” in the paragraph?,They may be broad but shallow connections that distract people from those physically present.,They are deep family relationships formed through long conversations.,They are professional relationships maintained without technology.,They reduce resentment among family and friends.,1,The passage defines them as vast networks of shallow relationships with absent people.,Inference,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S01,Lesson 8,Tech-related distractions can steal attention from ___ people.,real,famous,distant,unknown,1,The paragraph says distractions steal attention from real people.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S02,Lesson 8,Smartphones help people stay connected to broad but shallow ___ relationships.,horizontal,legal,financial,vertical,1,The passage uses “horizontal relationships” for broad networks of shallow ties.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S03,Lesson 8,The need to check phones can make people withdraw from the ___.,present,future,workplace,internet,1,The passage states that this compulsion can make people withdraw from the present.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P05-V01,Lesson 8,"As used in the passage, the word “assigned” most nearly means:",given,removed,questioned,rewarded,1,Participants were given either a casual or serious topic to discuss.,Vocabulary,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-F01,Lesson 8,"According to the paragraph, how many coffee shop visitors were divided into pairs?",200,100,29,10,1,The paragraph states that the research team divided 200 coffee shop visitors into pairs.,Factual,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-I01,Lesson 8,Why did observers avoid recording the content of the conversations?,To focus on phone presence rather than what participants said,To make the conversations longer and more serious,To prevent participants from using surveys,To determine the participants’ political opinions,1,"The observers recorded only whether a phone appeared, suggesting the study focused on phone presence.",Inference,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S01,Lesson 8,The researchers divided 200 coffee shop visitors into ___.,pairs,teams of ten,families,online groups,1,The passage states that 200 visitors were divided into pairs.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S02,Lesson 8,Participants discussed either a casual topic or a more ___ topic.,serious,technical,political,scientific,1,The paragraph contrasts casual and more serious topics.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S03,Lesson 8,"After the conversation, participants completed a ___ about closeness and understanding.",survey,test,contract,map,1,The participants were asked to fill out a survey after the conversation.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P06-V01,Lesson 8,"As used in the passage, the phrase “held true” most nearly means:",remained valid,became doubtful,was forgotten,changed completely,1,The result remained valid even after the researchers accounted for participant characteristics.,Vocabulary,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-F01,Lesson 8,"According to the paragraph, what did participants report when a smartphone was present?",They felt less fulfilled and less empathy for the other person.,They felt more understood and more relaxed.,They spoke for a longer period of time.,They became more interested in the topic.,1,The paragraph reports lower fulfillment and less empathy when someone pulled out a smartphone.,Factual,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-I01,Lesson 8,What can be reasonably inferred about the smartphone effect described in the study?,It was robust across different participant characteristics and conversation topics.,It depended entirely on whether the topic was serious.,It appeared only among strangers.,It disappeared after controlling for age and mood.,1,The effect held after adjustments and across both serious and casual topics.,Inference,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-S01,Lesson 8,The presence of a smartphone negatively influenced how people ___ conversation.,experienced,recorded,started,translated,1,The paragraph says the smartphone negatively influences how people experience conversation.,Summary Cloze,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-S02,Lesson 8,The results remained valid even after researchers adjusted for demographic factors and ___.,mood,income,education level,phone brand,1,"The paragraph explicitly mentions age, gender, ethnicity, and mood.",Summary Cloze,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
