id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L08-P02-F01,Lesson 8,"According to the paragraph, how often did many coffee shop visitors check their phones?",Every 3 to 5 minutes,Once every hour,Only after leaving the shop,Only when receiving a call,1,The paragraph says many visitors checked their phones every 3 to 5 minutes.,Factual,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-I01,Lesson 8,What can be reasonably inferred about the initial observational study?,It helped motivate a more controlled follow-up experiment.,It proved that smartphones improve conversation quality.,It focused only on people sitting alone.,It measured participants’ grades and work performance.,1,The observation intrigued Misra and led her to design a follow-up experiment.,Inference,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S01,Lesson 8,Researchers first observed that many coffee shop visitors frequently ___ their phones.,checked,lost,shared,charged,1,The paragraph states that many visitors checked their phones every 3 to 5 minutes.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S02,Lesson 8,Visitors often held their phones or placed them on the ___.,table,floor,counter,wall,1,The phones were usually held or placed on the table.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P02-S03,Lesson 8,Misra then designed a follow-up experiment to measure how phones influenced conversation ___.,quality,length,volume,location,1,The experiment was designed to measure the quality of conversation.,Summary Cloze,"[2] In an initial observational study, researchers found that many coffee shop visitors sitting in pairs or in small groups checked their phones every 3 to 5 minutes, and usually held or placed their phones on the table in front of them. Intrigued, lead researcher Shalini Misra, a psychology professor at Virginia Tech, designed a follow-up experiment to measure how the presence of phones influenced the quality of conversation."
L08-P03-V01,Lesson 8,"As used in the passage, the word “urge” most nearly means:",strong desire,formal rule,brief memory,public warning,1,The passage describes people feeling a constant desire to seek information and check communication.,Vocabulary,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-F01,Lesson 8,"According to the paragraph, what happened when someone pulled out a smartphone during conversation?",Participants rated the conversation as less fulfilling and felt less connected.,Participants became more willing to talk for a longer time.,Participants reported stronger trust in their partner.,Participants stopped using technology after the experiment.,1,The paragraph states that participants felt less fulfilled and less connected when a smartphone was pulled out.,Factual,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-I01,Lesson 8,What can be reasonably inferred from Misra’s explanation of smartphones’ symbolic meaning?,Smartphones can mentally pull people away from the present conversation.,Smartphones are valuable only because of their cost.,Smartphones make people communicate only with their partners nearby.,Smartphones have no effect unless they make noise.,1,"The quote suggests that phones direct people’s thoughts to information, communication, and absent others.",Inference,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S01,Lesson 8,"When a smartphone appeared during conversation, participants felt less ___ with their partner.",connected,competitive,patient,silent,1,The paragraph says participants felt less connected to their partner.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S02,Lesson 8,The paper argues that mobile phones carry ___ meaning in technological societies.,symbolic,financial,historical,legal,1,The paragraph explicitly states that mobile phones hold symbolic meaning.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P03-S03,Lesson 8,Smartphones may create a constant desire to seek information and check ___.,communication,transportation,weather,employment,1,The quote mentions checking for communication.,Summary Cloze,"[3] Misra found that in conversations where someone pulled out a smartphone while talking, the participants rated their conversation as less fulfilling and felt less connected to their partner than in conversations where no one pulled out a smartphone. According to Misra and her research team, “Mobile phones hold symbolic meaning in advanced technological societies.” Their paper published on July 1 in the journal Environment and Behavior concluded, “In the presence of smartphones, people have the constant urge to seek out information, check for communication and direct their thoughts to other people and worlds.”"
L08-P04-V01,Lesson 8,"As used in the passage, the word “compelled” most nearly means:",strongly forced or driven,politely invited,fully prevented,slightly amused,1,The passage says cyber-based overload makes people feel driven to multitask and check devices.,Vocabulary,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-F01,Lesson 8,"According to the paragraph, what can cyber-based overload make people feel compelled to do?","Multitask and constantly check phones, emails, and social networks",Avoid all online communication,Talk only with family members,Use smartphones only for emergencies,1,Previous studies showed that cyber-based overload leads people to multitask and check digital communication constantly.,Factual,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-I01,Lesson 8,What can be reasonably inferred about “horizontal relationships” in the paragraph?,They may be broad but shallow connections that distract people from those physically present.,They are deep family relationships formed through long conversations.,They are professional relationships maintained without technology.,They reduce resentment among family and friends.,1,The passage defines them as vast networks of shallow relationships with absent people.,Inference,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S01,Lesson 8,Tech-related distractions can steal attention from ___ people.,real,famous,distant,unknown,1,The paragraph says distractions steal attention from real people.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S02,Lesson 8,Smartphones help people stay connected to broad but shallow ___ relationships.,horizontal,legal,financial,vertical,1,The passage uses “horizontal relationships” for broad networks of shallow ties.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P04-S03,Lesson 8,The need to check phones can make people withdraw from the ___.,present,future,workplace,internet,1,The passage states that this compulsion can make people withdraw from the present.,Summary Cloze,"[4] It’s old news in the 21st century that tech-related distractions steal attention from real people. Previous studies have shown that “cyber-based overload” makes people feel compelled to multitask and constantly check their phones, emails and social networks. People are also becoming more and more obsessed with cultivating horizontal relationships: vast networks of shallow relationships with people who are not present, with a smartphone acting as a way to connect, according to Misra. The compulsion to check phones and the need to stay tied into the horizontal network can make people withdraw from the present, and it can create resentment among family and friends, Misra and her co-authors wrote."
L08-P05-V01,Lesson 8,"As used in the passage, the word “assigned” most nearly means:",given,removed,questioned,rewarded,1,Participants were given either a casual or serious topic to discuss.,Vocabulary,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-F01,Lesson 8,"According to the paragraph, how many coffee shop visitors were divided into pairs?",200,100,29,10,1,The paragraph states that the research team divided 200 coffee shop visitors into pairs.,Factual,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-I01,Lesson 8,Why did observers avoid recording the content of the conversations?,To focus on phone presence rather than what participants said,To make the conversations longer and more serious,To prevent participants from using surveys,To determine the participants’ political opinions,1,"The observers recorded only whether a phone appeared, suggesting the study focused on phone presence.",Inference,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S01,Lesson 8,The researchers divided 200 coffee shop visitors into ___.,pairs,teams of ten,families,online groups,1,The passage states that 200 visitors were divided into pairs.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S02,Lesson 8,Participants discussed either a casual topic or a more ___ topic.,serious,technical,political,scientific,1,The paragraph contrasts casual and more serious topics.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P05-S03,Lesson 8,"After the conversation, participants completed a ___ about closeness and understanding.",survey,test,contract,map,1,The participants were asked to fill out a survey after the conversation.,Summary Cloze,"[5] To test how much influence smartphones have on social interactions, Misra and the research team divided 200 coffee shop visitors into pairs. They were assigned either a casual topic to discuss, such as their thoughts and feelings about plastic Christmas trees, or a more serious topic, such as the most meaningful events that happened in the past year. A researcher then observed the participants during a 10-minute conversation about the given topic. The observers did not record the content of the conversation, but sat at a distance and recorded only if the participants pulled out a phone or set one on the table. The researchers report that someone pulled out a phone in 29 of the 100 groups. After the conversation, the participants were asked to fill out a survey describing how close their relationship was, how close they felt to the other person during the conversation and how well they thought their partner understood them during the conversation."
L08-P06-V01,Lesson 8,"As used in the passage, the phrase “held true” most nearly means:",remained valid,became doubtful,was forgotten,changed completely,1,The result remained valid even after the researchers accounted for participant characteristics.,Vocabulary,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-F01,Lesson 8,"According to the paragraph, what did participants report when a smartphone was present?",They felt less fulfilled and less empathy for the other person.,They felt more understood and more relaxed.,They spoke for a longer period of time.,They became more interested in the topic.,1,The paragraph reports lower fulfillment and less empathy when someone pulled out a smartphone.,Factual,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-I01,Lesson 8,What can be reasonably inferred about the smartphone effect described in the study?,It was robust across different participant characteristics and conversation topics.,It depended entirely on whether the topic was serious.,It appeared only among strangers.,It disappeared after controlling for age and mood.,1,The effect held after adjustments and across both serious and casual topics.,Inference,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-S01,Lesson 8,The presence of a smartphone negatively influenced how people ___ conversation.,experienced,recorded,started,translated,1,The paragraph says the smartphone negatively influences how people experience conversation.,Summary Cloze,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-S02,Lesson 8,The results remained valid even after researchers adjusted for demographic factors and ___.,mood,income,education level,phone brand,1,"The paragraph explicitly mentions age, gender, ethnicity, and mood.",Summary Cloze,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P06-S03,Lesson 8,Phones had an even stronger negative effect on ___ friends than on casual friends.,close,new,online,younger,1,The passage says phones had more effect on close friends.,Summary Cloze,"[6] The study found that the presence of a smartphone negatively influences how people experience conversation. In the conversations where someone pulled out a smartphone, the participants reported feeling less fulfilled and feeling less empathy for the other person. The result held true even after the researchers adjusted for the age, gender, ethnicity and mood of the participants. The effect was found whether the coffee shop visitors discussed current events or plastic holiday trees. In other words, the topic of conversation did not influence whether or not the participants felt that they had a fulfilling conversation. Further, Misra and the team found that phones had more effect on close friends than casual friends. In pairs of people who knew each other very well, the presence of a phone had an even bigger negative effect on the perceived quality of the conversation."
L08-P07-V01,Lesson 8,"As used in the passage, the word “subtle” most nearly means:",delicate and not obvious,loud and dramatic,false and misleading,quick and repeated,1,"Subtle cues, such as small changes in expression or tone, are not obvious but meaningful.",Vocabulary,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P07-F01,Lesson 8,"According to the paragraph, what can people miss when distracted by their phones?",Changes in facial expression and tone,The price of the phone,The exact time of day,The topic assigned by researchers,1,The paragraph lists subtle cues such as facial expression and tone.,Factual,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P07-I01,Lesson 8,What can be reasonably inferred about eye contact in conversation?,It helps people feel connected to each other.,It is less important than checking messages.,It mainly matters in online communication.,It prevents people from understanding words.,1,The paragraph links less eye contact with participants feeling less connection.,Inference,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P07-S01,Lesson 8,Phone distraction can make people miss ___ cues in conversation.,subtle,written,statistical,financial,1,The paragraph refers to subtle cues.,Summary Cloze,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P07-S02,Lesson 8,Examples of these cues include changes in facial expression and ___.,tone,spelling,temperature,distance,1,The passage directly mentions changes in tone.,Summary Cloze,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P07-S03,Lesson 8,Less eye contact can make participants feel less ___ to each other.,connected,competitive,educated,organized,1,The paragraph states that reduced eye contact can lead to less connection.,Summary Cloze,"[7] Misra wrote that part of the reason the presence of a phone can drag down a conversation is that when people are distracted by their phones, it’s easier to miss subtle cues, such as changes in facial expression and changes in tone. When people are staring down at their phones, there is also much less eye contact. This can result in the participants feeling less connection to each other."
L08-P08-V01,Lesson 8,"As used in the passage, the word “exchange” most nearly means:",interaction,purchase,argument,replacement,1,"Here, “exchange” refers to the conversational interaction between people.",Vocabulary,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L08-P08-F01,Lesson 8,"According to the paragraph, what do Misra and her team hope to examine next?",How the number of times people pick up or look at their phone affects conversation quality,Whether smartphones can improve memory during lectures,How many apps people use in a typical day,Whether people prefer texting to phone calls,1,The paragraph says the team hopes to examine how phone-checking frequency affects the quality of the exchange.,Factual,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L08-P08-I01,Lesson 8,What can be reasonably inferred about the researchers’ future work?,They believe frequency of phone attention may further influence conversation quality.,They have concluded that phone use frequency is irrelevant.,They will stop studying face-to-face communication.,They will focus only on online conversations.,1,The future study will examine how repeated picking up or looking at phones affects conversation quality.,Inference,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L08-P08-S01,Lesson 8,Misra’s team plans to examine the ___ of phone checking during conversation.,frequency,price,color,ownership,1,The paragraph focuses on how many times people pick up or look at the phone.,Summary Cloze,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L08-P08-S02,Lesson 8,They want to study how phone attention affects the quality of the conversational ___.,exchange,device,application,network,1,The paragraph uses “exchange” to refer to the conversation.,Summary Cloze,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L08-P08-S03,Lesson 8,The next research step builds on the idea that repeated phone use may influence ___ interaction.,social,financial,political,athletic,1,The topic is social interaction and conversation quality.,Summary Cloze,"[8] Next, Misra and the team hope to examine how the number of times people pick up their phone or look at it during a conversation affects the quality of the exchange."
L09-P01-V01,Lesson 9,"As used in paragraph 1, the word “significantly” most nearly means:",considerably,slightly,accidentally,secretly,1,"In context, “significantly increase” means increase creative ability to a considerable degree.",Vocabulary,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P01-F01,Lesson 9,"According to paragraph 1, what can a brief walk do?",Increase a person’s creative ability,Make a presentation shorter,Replace the need for business planning,Prevent people from writing stories,1,The paragraph states that even a brief walk around the office can significantly increase creative ability.,Factual,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P01-I01,Lesson 9,What can be reasonably inferred from paragraph 1?,People may not need a special location to gain creative benefits from walking.,Only outdoor walking improves business presentations.,Creative ability cannot be measured in studies.,Walking is useful only for professional writers.,1,"The paragraph says even walking around an office can help, suggesting a special location is not necessary.",Inference,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P01-S01,Lesson 9,People who cannot think of a creative idea are advised to take a ___.,walk,test,nap,course,1,The paragraph opens by advising people to take a walk when they need a creative idea.,Summary Cloze,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P01-S02,Lesson 9,A recent study found that even a brief walk can increase creative ___.,ability,expense,competition,risk,1,The paragraph directly says that a brief walk can increase creative ability.,Summary Cloze,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P01-S03,Lesson 9,The passage begins by connecting walking with more ___ thinking.,creative,careless,technical,defensive,1,The examples of a business presentation and story beginning are about creative thinking.,Summary Cloze,"[1] If you are unable to think of an interesting, creative way to make a business presentation or begin a story, take a walk. The results of a recent study show that a brief walk, even around your office, can significantly increase your creative ability."
L09-P02-V01,Lesson 9,"As used in paragraph 2, “executive function” refers to:",the ability to make decisions and organize thoughts,the ability to control a company,the ability to run very quickly,the ability to memorize only names,1,The paragraph defines executive function as the ability to make decisions and organize thoughts.,Vocabulary,"[2] Most of us have heard by now that exercise, including walking, generally improves our thinking skills, both immediately and in the longer term. Several studies have shown that, after exercising, animals and people usually perform better on tests of memory and executive function, which is the ability to make decisions and organize thoughts. We should also be aware that doing intense exercise for a long time can briefly cause our brain to get tired and function poorly, so we should be careful to avoid excessive exercise before an examination, but it is certain that moderate exercise benefits our brain."
L09-P02-F01,Lesson 9,"According to paragraph 2, what have several studies shown?",Exercise can improve performance on memory and executive-function tests.,Exercise always damages memory for a long time.,Only animals benefit from walking.,People should do intense exercise before every exam.,1,The paragraph says animals and people usually perform better on memory and executive-function tests after exercising.,Factual,"[2] Most of us have heard by now that exercise, including walking, generally improves our thinking skills, both immediately and in the longer term. Several studies have shown that, after exercising, animals and people usually perform better on tests of memory and executive function, which is the ability to make decisions and organize thoughts. We should also be aware that doing intense exercise for a long time can briefly cause our brain to get tired and function poorly, so we should be careful to avoid excessive exercise before an examination, but it is certain that moderate exercise benefits our brain."
L09-P02-I01,Lesson 9,What can be inferred from paragraph 2 about exercise before an examination?,"Moderate exercise may be helpful, but excessive exercise could be harmful.",All exercise should be avoided before an examination.,Only intense exercise improves exam performance.,Exercise has no effect on the brain.,1,The paragraph warns against excessive exercise before an exam but says moderate exercise benefits the brain.,Inference,"[2] Most of us have heard by now that exercise, including walking, generally improves our thinking skills, both immediately and in the longer term. Several studies have shown that, after exercising, animals and people usually perform better on tests of memory and executive function, which is the ability to make decisions and organize thoughts. We should also be aware that doing intense exercise for a long time can briefly cause our brain to get tired and function poorly, so we should be careful to avoid excessive exercise before an examination, but it is certain that moderate exercise benefits our brain."
L09-P02-S01,Lesson 9,"Exercise, including walking, generally improves our thinking skills both immediately and in the ___ term.",longer,shorter,financial,social,1,The paragraph says exercise improves thinking skills both immediately and in the longer term.,Summary Cloze,"[2] Most of us have heard by now that exercise, including walking, generally improves our thinking skills, both immediately and in the longer term. Several studies have shown that, after exercising, animals and people usually perform better on tests of memory and executive function, which is the ability to make decisions and organize thoughts. We should also be aware that doing intense exercise for a long time can briefly cause our brain to get tired and function poorly, so we should be careful to avoid excessive exercise before an examination, but it is certain that moderate exercise benefits our brain."
L09-P02-S02,Lesson 9,Doing intense exercise for a long time can briefly make the brain ___.,tired,larger,silent,creative,1,The paragraph warns that intense exercise for a long time can briefly cause the brain to get tired and function poorly.,Summary Cloze,"[2] Most of us have heard by now that exercise, including walking, generally improves our thinking skills, both immediately and in the longer term. Several studies have shown that, after exercising, animals and people usually perform better on tests of memory and executive function, which is the ability to make decisions and organize thoughts. We should also be aware that doing intense exercise for a long time can briefly cause our brain to get tired and function poorly, so we should be careful to avoid excessive exercise before an examination, but it is certain that moderate exercise benefits our brain."
