id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
SNS-P09-S01,SNS and Personality,People high in Openness tend to have broad interests and seek ___ experiences.,novel,familiar,conventional,limited,1,The passage says high Openness is associated with seeking novelty.,Summary Cloze,"[9] Individuals who demonstrate high Openness-to-experience (Openness) have broad interests and seek novelty, with low ratings linked to preferring familiarity and convention. Openness has been shown to correlate with the use of instant messaging and SNS and with the use of a wider variety of Facebook features. Further, Openness has been shown to be related to information seeking."
SNS-P09-S02,SNS and Personality,"Openness is associated with the use of instant messaging, SNS, and a wider range of ___ features.",Facebook,financial,political,educational,1,The paragraph specifically mentions a wider variety of Facebook features.,Summary Cloze,"[9] Individuals who demonstrate high Openness-to-experience (Openness) have broad interests and seek novelty, with low ratings linked to preferring familiarity and convention. Openness has been shown to correlate with the use of instant messaging and SNS and with the use of a wider variety of Facebook features. Further, Openness has been shown to be related to information seeking."
SNS-P09-S03,SNS and Personality,"Openness is also connected to ___, suggesting that open individuals may use the Internet to explore new ideas.",information seeking,emotional avoidance,social withdrawal,reduced communication,1,The passage states that Openness is related to information seeking.,Summary Cloze,"[9] Individuals who demonstrate high Openness-to-experience (Openness) have broad interests and seek novelty, with low ratings linked to preferring familiarity and convention. Openness has been shown to correlate with the use of instant messaging and SNS and with the use of a wider variety of Facebook features. Further, Openness has been shown to be related to information seeking."
SNS-P10-V01,SNS and Personality,"As used in the passage, the word “initiate” most nearly means:",begin,end,avoid,evaluate,1,“Initiate” means to begin or start something.,Vocabulary,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P10-F01,SNS and Personality,"According to the passage, how is Agreeableness generally defined?","A measure of how friendly, kind, and sympathetic people are",A measure of how emotionally unstable people are,A measure of how much people seek new experiences,A measure of how organized and responsible people are,1,"The passage defines Agreeableness as friendliness, kindness, sympathy, and warmth.",Fact,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P10-I01,SNS and Personality,What can be reasonably inferred about the relationship between Agreeableness and Internet use?,The proposed link between Agreeableness and Internet use has not been strongly supported,Research has consistently shown that agreeable people avoid the Internet,Less agreeable individuals always have more online contacts,Agreeableness is the strongest predictor of social media use,1,The passage says Agreeableness has generally been found to be unrelated to Internet and social media usage.,Inference,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P10-S01,SNS and Personality,Some researchers suggested that less agreeable individuals might have more ___ contacts.,online,offline,professional,family,1,The passage suggests less agreeable individuals might build friendships online.,Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P10-S02,SNS and Personality,Studies on Internet and social media use have generally found Agreeableness to be ___ to such behavior.,unrelated,strongly related,essential,harmful,1,The paragraph states that Agreeableness has generally been found to be unrelated.,Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P10-S03,SNS and Personality,"Therefore, the connection between Agreeableness and online activity appears to be ___.",weak,obvious,proven,unavoidable,1,"Because research generally finds no relationship, the connection appears weak.",Summary Cloze,"[10] Agreeableness is seen as a measure of how friendly people are, with high ratings being associated with individuals who are kind, sympathetic and warm. It has been suggested that less agreeable individuals would have greater numbers of online contacts as the Internet provides a means to build friendships that may prove difficult to initiate and maintain offline. However, Agreeableness has been included in several studies relating to Internet and social media usage and has generally been found to be unrelated."
SNS-P11-V01,SNS and Personality,"As used in the passage, the word “inclined” most nearly means:",likely,forced,trained,unwilling,1,“Inclined” means likely or disposed to do something.,Vocabulary,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
SNS-P11-F01,SNS and Personality,"According to the passage, what did Ross et al. (2009) find?",There was no significant correlation between Conscientiousness and Facebook activities,Conscientiousness was strongly related to all Facebook activities,Conscientious people spent more time on Facebook than others,Highly conscientious individuals avoided all forms of social media,1,The passage says Ross et al. failed to provide empirical support and found no significant correlation.,Fact,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
SNS-P11-I01,SNS and Personality,What can be reasonably inferred about the relationship between Conscientiousness and Facebook use?,"Research findings are somewhat mixed, but Conscientiousness may be linked to less Facebook engagement",Conscientiousness clearly causes people to use Facebook more often,All studies agree that Conscientiousness has no relation to Facebook use,Highly conscientious individuals use Facebook mainly to upload pictures,1,"Some studies found no relation, while others found negative links or fewer uploads.",Inference,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
SNS-P11-S01,SNS and Personality,Conscientious individuals may avoid SNS because they can be a ___ from important tasks.,distraction,benefit,requirement,motivation,1,The passage says SNS may serve as a distraction from more important tasks.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
SNS-P11-S02,SNS and Personality,Other findings suggest that highly conscientious users upload fewer ___.,pictures,messages,articles,comments,1,The passage says highly conscientious users uploaded significantly fewer pictures.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
SNS-P11-S03,SNS and Personality,"Overall, Conscientiousness appears to be linked to more limited or controlled ___ use.",Facebook,academic,financial,offline,1,The mixed evidence suggests more limited or controlled Facebook engagement.,Summary Cloze,"[11] Conscientiousness refers to a person’s work ethic, orderliness and thoroughness. It has been suggested that conscientious individuals are inclined to avoid SNS as they serve as a distraction from more important tasks. However, Ross et al. (2009) failed to provide empirical support for such suggestions, finding no significant correlation between Conscientiousness and Facebook activities. However, Ryan and Xenos (2011) did find a significant negative correlation between Conscientiousness and the amount of time spent on Facebook. Similar trends were also uncovered by Amichai-Hamburger and Vinitzky (2010), who found that despite highly conscientious individuals having more friends than those low in the trait, they uploaded significantly fewer pictures to the site."
