id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L11-P07-S03,Lesson 11,The author worries that New York may swallow diversity and spit out ___.,monoculture,multilingualism,trade,science,1,The paragraph directly states this concern.,Summary Cloze,"[7] Immigration in New York is so fast and fluid, suffusing the city in so many different ways, that the specific effects are easily missed. So the guy spreading flour on your pizza doesn’t speak Italian ― will you even notice if one day he stops speaking Albanian? The city is endlessly incorporating new cultures, and no one doubts that immigrants deeply shape the city. No other archetype ― not the actor, artist, or banker ― is as consistently linked to New York as the figure of the immigrant. But there’s still an unease: we may well be swallowing up the world’s diversity and spitting out monoculture."
L11-P08-V01,Lesson 11,"As used in paragraph 8, “microcosm” most nearly means:",a small-scale representation,a large government agency,a single endangered language,a complete disappearance,1,"The paragraph describes New York as a microcosm of global linguistic diversity, meaning a smaller representation of a larger whole.",Vocabulary,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P08-F01,Lesson 11,"According to paragraph 8, what is true of New York now?",It receives more immigrants and more languages than ever before.,It has fewer languages than any city in history.,It has stopped representing global diversity.,It is designed to preserve every culture fully.,1,"The paragraph says New York takes in more immigrants, speaking more languages than ever before.",Factual,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P08-I01,Lesson 11,What does the phrase “a Babel in reverse” suggest in paragraph 8?,Different languages and cultures may be drawn into a process of blending or loss.,New York has returned to speaking only Dutch.,The city has become exactly equal to the sum of its parts.,No language contact occurs in modern New York.,1,"The phrase appears after the claim that the city seems less than the sum of its parts, suggesting diversity may be absorbed or diminished.",Inference,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P08-S01,Lesson 11,New York is described as a plausible microcosm of global linguistic ___.,diversity,poverty,law,history only,1,The paragraph says New York is a microcosm of global linguistic diversity.,Summary Cloze,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P08-S02,Lesson 11,"Despite its many parts, New York seems ever less than the ___ of those parts.",sum,sound,price,origin,1,The paragraph says the place seems less than the sum of its parts.,Summary Cloze,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P08-S03,Lesson 11,A famous newspaper called New York “a Babel in ___.”,reverse,silence,Europe,translation,1,The paragraph quotes the phrase “a Babel in reverse.”,Summary Cloze,"[8] New York now takes in more and more immigrants, speaking more languages than ever before and making up a more plausible microcosm of global linguistic diversity than any city in history. Yet the place, almost by design, seems ever less than the sum of its parts, an endpoint for cultures, “a Babel in reverse,” in the words of its most famous newspaper."
L11-P09-V01,Lesson 11,"As used in paragraph 9, “make ends meet” most nearly means:",earn enough money to live,finish recording a language,connect two computer cables,translate one language into another,1,The phrase describes linguists who have other work in order to support themselves financially.,Vocabulary,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P09-F01,Lesson 11,"According to paragraph 9, what is the Endangered Language Alliance trying to do in New York?",Catch language before languages blend together and disappear.,Build a large university campus for linguists.,Replace digital archives with printed dictionaries.,Stop all immigration into New York.,1,The paragraph calls the Alliance an attempt to “catch language” before languages blend together and disappear.,Factual,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P09-I01,Lesson 11,What can be inferred about the Endangered Language Alliance from paragraph 9?,It works with limited resources.,It is a large government institution.,It has unlimited recording equipment.,It employs all its linguists full-time in the same office.,1,The paragraph describes a small nonprofit with modest equipment and scattered linguists who make ends meet elsewhere.,Inference,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P09-S01,Lesson 11,The Endangered Language Alliance tries to catch language before languages blend together and ___.,disappear,multiply,prosper,trade,1,The paragraph says the goal is to catch language before languages blend together and disappear.,Summary Cloze,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P09-S02,Lesson 11,The Alliance is a small ___ in an old commercial building.,nonprofit,university,factory,newspaper,1,The paragraph describes it as a small nonprofit.,Summary Cloze,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P09-S03,Lesson 11,"Its resources include computers, recording equipment, a website, and a digital ___.",archive,airport,market,quota,1,The paragraph lists a digital archive among its resources.,Summary Cloze,"[9] The Endangered Language Alliance is an attempt to “catch language” in New York, before languages blend together and disappear. It is a small nonprofit in an old commercial building above 18th Street, consisting of three desktop computers, some overworked recording equipment, a website, a digital archive, and a scattered group of linguists who make ends meet elsewhere."
L11-P10-V01,Lesson 11,"As used in paragraph 10, “parallel to” most nearly means:",comparable with,caused only by,opposite to,unrelated to,1,The paragraph compares language loss with the ongoing loss of plant and animal species.,Vocabulary,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P10-F01,Lesson 11,"According to paragraph 10, approximately how many languages may be spoken in the New York metropolitan area?",Up to 800,About 50,Exactly 176,"Nearly 7,000",1,The paragraph says up to 800 of the world’s languages may now be spoken in the New York metropolitan area.,Factual,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P10-I01,Lesson 11,What can be inferred from paragraph 10 about language extinction?,"It is connected to broad historical and social forces, not just individual choices.",It is limited to New York and does not occur elsewhere.,It affects only languages with writing systems.,It has already ended in the United States.,1,"The paragraph lists imperialism, capitalism, urbanization, environmental destruction, and nation-building as causes.",Inference,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P10-S01,Lesson 11,"Of the world’s roughly 7,000 languages, up to ___ may be spoken in metropolitan New York.",800,80,18,400,1,The paragraph states that up to 800 languages may be spoken in the New York metropolitan area.,Summary Cloze,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P10-S02,Lesson 11,At least fifty indigenous languages still spoken in the United States are nearly ___.,extinct,universal,official,urban,1,The paragraph says at least fifty are nearly extinct.,Summary Cloze,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P10-S03,Lesson 11,At least half of the world’s languages are likely to disappear within the next century or ___.,two,month,week,decade only,1,The paragraph says “within the next century or two.”,Summary Cloze,"[10] Of the world’s more or less 7,000 languages, up to 800 may now be spoken in the New York metropolitan area, more than in any other city ― only London and Paris come close. Of the estimated 176 languages indigenous to and still spoken in the United States, at least fifty are nearly extinct, with fewer than ten speakers. Nearly everywhere, centuries of imperialism, capitalism, urbanization, environmental destruction, and nation-building are now having their full linguistic effect. It’s another extinction event, parallel to the massive, ongoing loss of plant and animal species. At least half of the world’s languages are likely to disappear within the next century or two: those that are unwritten, least documented, and in some cases completely unknown outside their speech communities are in greatest danger."
L11-P11-V01,Lesson 11,"As used in paragraph 11, “stamping out” most nearly means:",forcibly eliminating,carefully preserving,politely translating,slowly learning,1,"The phrase appears with suppression and shaming into silence, so it means forcibly eliminating.",Vocabulary,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
L11-P11-F01,Lesson 11,"According to paragraph 11, what does education research show?",Children learn best in their mother tongue.,Children learn best when their mother tongue is banned.,Multilingualism always prevents cognitive development.,Translation can fully prevent the loss caused by language death.,1,The paragraph states that education research shows children learn best in their mother tongue.,Factual,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
L11-P11-I01,Lesson 11,What is the main implication of paragraph 11?,"Preserving linguistic diversity matters for education, justice, culture, and knowledge.",Only large languages are valuable enough to preserve.,Language loss can be solved completely by last-minute translation.,Multilingualism is unusual outside the English-speaking world.,1,"The paragraph gives educational, cognitive, human-rights, cultural, and knowledge-based arguments.",Inference,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
L11-P11-S01,Lesson 11,Children learn best in their mother ___.,tongue,city,school,law,1,The paragraph says children learn best in their mother tongue.,Summary Cloze,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
L11-P11-S02,Lesson 11,Being raised multilingual can improve cognitive development and may affect one’s capacity for ___.,empathy,taxation,trade,silence,1,The paragraph says multilingual upbringing may affect empathy.,Summary Cloze,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
L11-P11-S03,Lesson 11,Ken Hale compares the disappearance of a language to dropping a bomb on the ___.,Louvre,airport,United Nations,Bronx,1,The paragraph quotes Ken Hale comparing language loss to dropping a bomb on the Louvre.,Summary Cloze,"[11] There are powerful arguments for the value of linguistic diversity. Education research shows that children learn best in their mother tongue. Being raised multilingual ― the norm outside the English-speaking world ― can improve cognitive development, and possibly have an effect on one’s capacity for empathy. The active suppression, stamping out, and shaming into silence of languages should also be understood as a question of justice and human rights ― it’s the powerful, over and over again, who impose their words on the powerless. Evidence seems to indicate that indigenous peoples with resilient languages and cultures are better able to withstand social breakdown. And consider the massive loss of knowledge and wisdom and art that comes with the loss of any language, which no amount of last-minute translation can stop. Each language’s vanishing, as the linguist Ken Hale writes, would feel “like dropping a bomb on the Louvre.”"
